age,purchase_history,rating,current_merchant_id,bonus_to_offer
54.0,"[['home and kitchen', 5395.3], ['home and kitchen', 6522.0], ['sports and fitness', 1226.7], ['sports and fitness', 2406.0], ['beauty and personal care', 134.5], ['toys and games', 658.5], ['food and beverages', 35.0], ['books and media', 708.9], ['home and kitchen', 16219.2], ['sports and fitness', 2473.9], ['sports and fitness', 3385.6], ['toys and games', 916.0], ['toys and games', 869.8], ['toys and games', 379.0], ['books and media', 809.9], ['beauty and personal care', 260.7], ['books and media', 282.4]]",4.403579686689941,637,welcome
23.0,"[['party supplies', 76.7], ['education and learning', 3477.4]]",3.784441577018997,957,early-access
25.0,"[['fashion', 2399.2], ['fashion', 3330.2], ['beauty and personal care', 67.2], ['home and kitchen', 3542.4], ['beauty and personal care', 353.8], ['electronics', 1511.4], ['home and kitchen', 19750.1], ['beauty and personal care', 471.9], ['home and kitchen', 1377.8], ['fashion', 7895.8], ['fashion', 3786.9], ['fashion', 8073.8], ['fashion', 672.3], ['beauty and personal care', 314.0], ['beauty and personal care', 360.0], ['fashion', 8468.6], ['books and media', 889.2], ['beauty and personal care', 10.5], ['fashion', 7474.5], ['sports and fitness', 736.6], ['home and kitchen', 10701.8], ['fashion', 3718.7], ['home and kitchen', 4488.9], ['fashion', 3037.9], ['electronics', 2645.5], ['electronics', 2307.0], ['beauty and personal care', 327.3], ['fashion', 3464.9], ['home and kitchen', 17881.7], ['beauty and personal care', 272.4], ['home and kitchen', 10370.4], ['home and kitchen', 18484.9], ['books and media', 878.5], ['beauty and personal care', 19.1], ['fashion', 6091.3], ['fashion', 6074.8], ['beauty and personal care', 462.5], ['beauty and personal care', 358.1], ['home and kitchen', 8956.0], ['home and kitchen', 1089.6], ['beauty and personal care', 47.5], ['home and kitchen', 9327.8], ['fashion', 9835.4], ['sports and fitness', 4956.7]]",4.237652309064408,909,early-access
46.0,"[['books and media', 747.7], ['food and beverages', 92.2], ['food and beverages', 1.5], ['automotive', 68357.6], ['pet supplies', 515.4], ['food and beverages', 83.2], ['health and wellness', 171.5], ['toys and games', 356.2], ['food and beverages', 10.3], ['pet supplies', 274.9], ['toys and games', 482.4], ['automotive', 92235.1], ['health and wellness', 212.4], ['food and beverages', 69.3], ['health and wellness', 708.8], ['health and wellness', 124.5], ['music', 9754.5], ['automotive', 21256.3], ['health and wellness', 61.1], ['office supplies', 9675.9], ['office supplies', 3763.0], ['health and wellness', 290.9], ['office supplies', 2918.1], ['automotive', 6381.2], ['automotive', 68809.9], ['health and wellness', 762.4], ['automotive', 47216.9], ['food and beverages', 22.2], ['books and media', 453.8], ['food and beverages', 94.3], ['food and beverages', 17.0], ['pet supplies', 72.0], ['health and wellness', 360.5], ['health and wellness', 906.8], ['automotive', 40215.8], ['health and wellness', 724.8], ['food and beverages', 4.7], ['home and kitchen', 6778.8]]",3.55970554879237,826,welcome
27.0,"[['home and kitchen', 17349.3], ['home and kitchen', 18498.4], ['sports and fitness', 4559.3], ['toys and games', 46.7], ['fashion', 6447.0], ['home and kitchen', 9971.3], ['sports and fitness', 2224.7], ['toys and games', 80.2], ['sports and fitness', 1913.8], ['home and kitchen', 9313.3], ['beauty and personal care', 154.7], ['home and kitchen', 15578.0], ['beauty and personal care', 106.7], ['sports and fitness', 1874.0], ['sports and fitness', 2576.3], ['home and kitchen', 10721.6], ['toys and games', 156.6], ['fashion', 695.8], ['toys and games', 878.5], ['fashion', 1247.8], ['sports and fitness', 3229.4], ['home and kitchen', 14348.4], ['home and kitchen', 15794.8], ['books and media', 97.8], ['home and kitchen', 5979.0], ['fashion', 1976.9], ['sports and fitness', 243.7], ['toys and games', 626.2], ['books and media', 154.7], ['home and kitchen', 3779.2], ['toys and games', 434.4], ['sports and fitness', 593.5], ['books and media', 631.7], ['sports and fitness', 3901.3], ['toys and games', 608.6], ['home and kitchen', 8460.1], ['home and kitchen', 16615.8], ['beauty and personal care', 407.1], ['sports and fitness', 4548.6], ['fashion', 9053.6], ['beauty and personal care', 405.6], ['sports and fitness', 2828.0], ['books and media', 20.7], ['toys and games', 727.2], ['sports and fitness', 2416.3], ['books and media', 90.2], ['sports and fitness', 3649.2], ['beauty and personal care', 208.0], ['home and kitchen', 7211.3]]",4.823238707431292,957,loyalty
33.0,"[['home and kitchen', 8402.2], ['beauty and personal care', 10.1], ['fashion', 453.5], ['home and kitchen', 16049.9], ['sports and fitness', 162.8]]",3.139663094362904,110,up-sell
28.0,"[['industrial and scientific', 35641.6], ['industrial and scientific', 96336.6], ['party supplies', 590.1], ['baby and kids', 90.9], ['party supplies', 485.7], ['industrial and scientific', 82550.3], ['industrial and scientific', 62893.8], ['party supplies', 74.6], ['industrial and scientific', 70770.3], ['baby and kids', 150.8], ['industrial and scientific', 97973.5], ['baby and kids', 632.9], ['party supplies', 399.9], ['party supplies', 840.3], ['industrial and scientific', 32457.9], ['art and crafts', 289.3], ['industrial and scientific', 21242.6], ['party supplies', 748.0], ['party supplies', 988.0], ['baby and kids', 678.8], ['party supplies', 228.5], ['industrial and scientific', 80205.3]]",4.929847208533589,699,welcome
36.0,"[['food and beverages', 92.7], ['health and wellness', 529.3], ['sports and fitness', 4785.5], ['beauty and personal care', 452.7], ['toys and games', 661.1], ['sports and fitness', 2127.2], ['home and kitchen', 16099.0], ['home and kitchen', 12910.1], ['toys and games', 705.3], ['sports and fitness', 3442.5], ['sports and fitness', 3507.1], ['fashion', 8418.0], ['books and media', 913.7], ['sports and fitness', 2969.3], ['toys and games', 274.7], ['books and media', 288.5], ['home and kitchen', 8337.0], ['home and kitchen', 6223.9], ['books and media', 401.5], ['toys and games', 716.3], ['sports and fitness', 4724.4], ['beauty and personal care', 49.6], ['home and kitchen', 9662.2], ['books and media', 630.6], ['fashion', 1231.2], ['toys and games', 40.3], ['food and beverages', 26.8], ['sports and fitness', 1265.5], ['toys and games', 563.3], ['sports and fitness', 2078.9], ['beauty and personal care', 384.6], ['books and media', 571.9], ['sports and fitness', 2342.4]]",4.807474283917928,604,discount
25.0,"[['books and media', 891.2], ['food and beverages', 92.4], ['pet supplies', 75.7], ['toys and games', 483.2], ['food and beverages', 7.3], ['health and wellness', 373.8], ['health and wellness', 709.4], ['health and wellness', 370.3], ['toys and games', 932.2], ['health and wellness', 238.0], ['toys and games', 184.5], ['food and beverages', 65.7], ['pet supplies', 915.5], ['toys and games', 14.8], ['health and wellness', 810.5], ['health and wellness', 532.1], ['health and wellness', 73.8], ['pet supplies', 663.2], ['automotive', 44905.2], ['food and beverages', 42.7], ['toys and games', 92.7], ['toys and games', 684.5], ['sports and fitness', 548.6], ['food and beverages', 49.0], ['automotive', 83926.4], ['toys and games', 746.0], ['pet supplies', 213.7], ['toys and games', 821.5], ['automotive', 88713.2], ['health and wellness', 741.2], ['books and media', 995.1], ['office supplies', 771.8], ['food and beverages', 8.3], ['toys and games', 628.9], ['health and wellness', 332.7], ['toys and games', 442.1]]",4.57540922658056,171,
29.0,"[['books and media', 850.1], ['toys and games', 775.0], ['health and wellness', 132.2]]",4.083165592913358,921,loyalty
28.0,"[['health and wellness', 431.8], ['food and beverages', 83.6], ['home and kitchen', 13324.6], ['music', 4230.4], ['toys and games', 116.1], ['health and wellness', 369.4], ['toys and games', 63.5], ['home and kitchen', 9671.0], ['music', 595.5], ['beauty and personal care', 386.3], ['health and wellness', 359.3], ['health and wellness', 611.7], ['food and beverages', 31.2], ['health and wellness', 882.9], ['toys and games', 494.1], ['home and kitchen', 14958.4], ['food and beverages', 66.4], ['food and beverages', 70.4], ['health and wellness', 519.1], ['sports and fitness', 4993.1], ['sports and fitness', 510.2], ['books and media', 510.6], ['automotive', 39766.9], ['food and beverages', 36.6], ['automotive', 76657.1], ['health and wellness', 12.3]]",3.491623853833734,509,
21.0,"[['books and media', 412.4], ['office supplies', 7709.3], ['health and wellness', 329.4], ['automotive', 52775.3], ['books and media', 245.8], ['toys and games', 924.9], ['food and beverages', 91.2], ['books and media', 515.2], ['office supplies', 8884.7], ['sports and fitness', 2781.1], ['office supplies', 2674.2], ['automotive', 43046.1], ['toys and games', 657.5], ['automotive', 91135.3], ['pet supplies', 30.0], ['books and media', 174.9], ['food and beverages', 89.1]]",4.8559004679833055,197,up-sell
36.0,"[['beauty and personal care', 186.8], ['books and media', 425.0], ['toys and games', 557.7], ['sports and fitness', 32.2], ['sports and fitness', 1134.9], ['sports and fitness', 3442.8], ['home and kitchen', 16564.4], ['beauty and personal care', 94.7], ['books and media', 474.8], ['fashion', 1952.6], ['sports and fitness', 2736.3], ['fashion', 5992.0], ['home and kitchen', 2764.4]]",4.6285221635384355,627,gift
31.0,"[['sports and fitness', 3983.7], ['sports and fitness', 3275.8], ['toys and games', 701.8], ['fashion', 229.9], ['fashion', 6836.1], ['beauty and personal care', 118.0], ['beauty and personal care', 117.2], ['sports and fitness', 2176.2], ['home and kitchen', 8441.3], ['home and kitchen', 10604.5], ['beauty and personal care', 365.6], ['sports and fitness', 4496.3], ['home and kitchen', 9039.5], ['home and kitchen', 11907.4], ['beauty and personal care', 249.7], ['beauty and personal care', 6.2], ['home and kitchen', 16527.7], ['fashion', 7360.7], ['books and media', 959.8], ['home and kitchen', 7453.8], ['sports and fitness', 4101.6], ['electronics', 7290.2], ['fashion', 1176.4], ['food and beverages', 97.1], ['fashion', 1540.8], ['fashion', 8306.4], ['toys and games', 476.3]]",4.430836155896821,960,loyalty
25.0,"[['education and learning', 844.0], ['education and learning', 3205.1], ['party supplies', 245.0], ['industrial and scientific', 89820.0], ['industrial and scientific', 29629.9], ['baby and kids', 241.4], ['party supplies', 297.6], ['industrial and scientific', 87583.2], ['party supplies', 194.6], ['baby and kids', 188.6], ['education and learning', 8380.0], ['education and learning', 1727.6], ['party supplies', 505.2], ['party supplies', 486.0], ['baby and kids', 15.9], ['education and learning', 6087.3], ['baby and kids', 673.4], ['baby and kids', 206.2], ['education and learning', 5779.1], ['baby and kids', 148.3], ['industrial and scientific', 74080.9], ['party supplies', 538.0], ['party supplies', 413.9]]",4.522362457728381,950,
26.0,"[['art and crafts', 712.6], ['baby and kids', 649.3], ['baby and kids', 344.8], ['education and learning', 8592.4], ['baby and kids', 736.3], ['art and crafts', 601.0], ['baby and kids', 249.2], ['party supplies', 301.4], ['industrial and scientific', 64614.9], ['education and learning', 9650.1], ['party supplies', 854.2], ['baby and kids', 213.0], ['industrial and scientific', 74787.7], ['party supplies', 937.1], ['party supplies', 102.9], ['industrial and scientific', 67992.7], ['party supplies', 89.4], ['party supplies', 9.7], ['education and learning', 9754.3], ['art and crafts', 213.3], ['baby and kids', 800.4]]",4.403503087371501,674,cashback
46.0,"[['home and kitchen', 2589.4], ['health and wellness', 531.4], ['beauty and personal care', 177.0], ['beauty and personal care', 378.8], ['sports and fitness', 1851.5], ['food and beverages', 87.0], ['toys and games', 966.9], ['fashion', 3176.9], ['home and kitchen', 3090.5], ['automotive', 18544.4], ['toys and games', 66.1], ['sports and fitness', 4876.1], ['sports and fitness', 2182.0], ['toys and games', 680.5], ['sports and fitness', 1651.5]]",4.463456916773629,851,cashback
24.0,"[['pet supplies', 449.6], ['food and beverages', 27.5], ['pet supplies', 877.9], ['office supplies', 280.7], ['office supplies', 3046.5], ['pet supplies', 739.7], ['automotive', 46133.8], ['office supplies', 7024.7], ['art and crafts', 346.8], ['office supplies', 8165.3], ['automotive', 83841.4]]",3.9032044736443536,802,
22.0,"[['sports and fitness', 3141.0], ['fashion', 4242.3], ['fashion', 5850.3], ['toys and games', 247.3], ['fashion', 4514.4], ['food and beverages', 30.9], ['fashion', 7265.7], ['sports and fitness', 2222.3], ['home and kitchen', 5950.3], ['fashion', 7357.2], ['fashion', 6216.3], ['toys and games', 517.6], ['beauty and personal care', 53.8], ['home and kitchen', 13870.0], ['electronics', 5777.9], ['books and media', 422.1], ['fashion', 6150.1], ['fashion', 4058.6], ['books and media', 677.1], ['electronics', 8902.6], ['home and kitchen', 12356.1], ['home and kitchen', 19415.3], ['home and kitchen', 17821.9], ['fashion', 9538.1], ['fashion', 8086.3], ['home and kitchen', 11759.3], ['fashion', 1439.4], ['sports and fitness', 203.8], ['fashion', 778.8], ['electronics', 3026.3], ['fashion', 6989.9], ['fashion', 4381.5], ['home and kitchen', 981.9], ['sports and fitness', 3879.0], ['fashion', 1047.8], ['beauty and personal care', 56.0], ['electronics', 2853.5]]",4.728559214569372,458,welcome
19.0,"[['beauty and personal care', 97.2], ['books and media', 492.9], ['beauty and personal care', 441.4], ['fashion', 9034.6], ['electronics', 8509.7], ['home and kitchen', 4219.2], ['home and kitchen', 10312.0], ['beauty and personal care', 466.3], ['fashion', 76.1], ['home and kitchen', 18023.8], ['beauty and personal care', 92.0], ['fashion', 5425.7], ['beauty and personal care', 105.9], ['home and kitchen', 17510.8], ['toys and games', 761.0], ['beauty and personal care', 207.7], ['beauty and personal care', 101.1], ['home and kitchen', 8941.1], ['home and kitchen', 1998.8]]",4.12097872954375,684,early-access
23.0,"[['industrial and scientific', 94565.2], ['industrial and scientific', 27001.9], ['office supplies', 2878.0], ['garden and outdoor', 8065.0], ['party supplies', 946.9], ['garden and outdoor', 3243.6], ['industrial and scientific', 61660.8], ['travel and leisure', 6325.3], ['music', 7307.5], ['industrial and scientific', 27386.7], ['garden and outdoor', 5995.3], ['art and crafts', 248.6], ['garden and outdoor', 9733.9], ['baby and kids', 441.3], ['garden and outdoor', 12644.2], ['art and crafts', 713.9], ['industrial and scientific', 81130.3], ['baby and kids', 454.4], ['baby and kids', 623.2], ['garden and outdoor', 4450.1], ['art and crafts', 695.8], ['party supplies', 984.6], ['party supplies', 833.0], ['baby and kids', 375.7], ['art and crafts', 488.2], ['art and crafts', 129.7], ['party supplies', 493.9], ['art and crafts', 482.3], ['art and crafts', 435.8]]",4.243456378342737,346,cashback
44.0,"[['travel and leisure', 3518.6], ['music', 712.6], ['garden and outdoor', 5428.4], ['pet supplies', 118.2]]",4.513799905615691,374,loyalty
28.0,"[['office supplies', 7658.7], ['office supplies', 8270.3], ['pet supplies', 985.0], ['office supplies', 6225.6], ['office supplies', 5471.7], ['office supplies', 4559.1], ['automotive', 62114.3], ['office supplies', 6887.6], ['pet supplies', 150.8], ['pet supplies', 578.8], ['automotive', 60862.4], ['pet supplies', 263.1], ['books and media', 83.3], ['pet supplies', 107.7], ['pet supplies', 526.9], ['automotive', 6188.4], ['automotive', 24640.1], ['pet supplies', 950.9], ['office supplies', 7559.9], ['health and wellness', 776.1], ['health and wellness', 46.3], ['travel and leisure', 1792.0], ['automotive', 50181.6], ['automotive', 88019.5], ['pet supplies', 498.6], ['music', 4674.7], ['office supplies', 293.6], ['music', 9945.4], ['music', 2954.9], ['office supplies', 5200.9], ['office supplies', 5569.2], ['automotive', 36762.4], ['automotive', 67568.3], ['office supplies', 9154.2], ['pet supplies', 886.1], ['food and beverages', 78.5], ['travel and leisure', 1906.2]]",4.9897582102794,245,discount
24.0,"[['home and kitchen', 709.9], ['beauty and personal care', 288.2], ['toys and games', 509.2], ['beauty and personal care', 219.7], ['beauty and personal care', 65.0], ['fashion', 2031.7], ['electronics', 9040.3], ['fashion', 5223.5], ['beauty and personal care', 374.3], ['fashion', 777.5], ['electronics', 2815.4], ['fashion', 5183.6], ['home and kitchen', 637.7], ['home and kitchen', 12592.4], ['fashion', 4258.9], ['beauty and personal care', 484.0], ['beauty and personal care', 422.3], ['fashion', 3296.3], ['electronics', 6080.3], ['home and kitchen', 12036.8], ['fashion', 7776.3], ['sports and fitness', 3953.7], ['electronics', 1504.8]]",4.457176611748919,192,discount
34.0,"[['garden and outdoor', 1066.2], ['travel and leisure', 2743.5], ['garden and outdoor', 16444.4], ['garden and outdoor', 3756.7], ['party supplies', 127.0], ['garden and outdoor', 18319.4], ['party supplies', 947.6], ['art and crafts', 14.9], ['garden and outdoor', 16778.1], ['baby and kids', 908.3], ['garden and outdoor', 14310.7], ['art and crafts', 585.8], ['music', 9552.1], ['baby and kids', 751.7], ['industrial and scientific', 75999.8], ['art and crafts', 228.0], ['art and crafts', 826.0], ['industrial and scientific', 80207.0], ['art and crafts', 771.6], ['baby and kids', 551.8], ['baby and kids', 636.2], ['garden and outdoor', 14649.4], ['art and crafts', 415.0], ['baby and kids', 849.6], ['baby and kids', 541.0], ['party supplies', 796.7], ['garden and outdoor', 7889.5], ['education and learning', 6693.6], ['art and crafts', 935.9], ['industrial and scientific', 21589.4], ['art and crafts', 955.0], ['art and crafts', 262.2], ['industrial and scientific', 17096.8], ['baby and kids', 678.7], ['industrial and scientific', 82371.3], ['garden and outdoor', 7589.6], ['industrial and scientific', 19077.6], ['baby and kids', 685.9], ['industrial and scientific', 26260.0], ['art and crafts', 879.1], ['baby and kids', 11.3]]",3.8541707200246647,42,loyalty
21.0,"[['office supplies', 6333.1], ['art and crafts', 880.9], ['travel and leisure', 7674.5], ['pet supplies', 249.4], ['office supplies', 1967.5], ['office supplies', 8266.9], ['pet supplies', 609.6], ['office supplies', 6403.8], ['office supplies', 7697.1], ['pet supplies', 762.6], ['travel and leisure', 9300.3], ['pet supplies', 50.2], ['art and crafts', 809.5], ['baby and kids', 295.2], ['pet supplies', 663.3], ['office supplies', 8482.3], ['automotive', 41462.4], ['pet supplies', 501.9], ['food and beverages', 60.6], ['baby and kids', 579.6], ['office supplies', 5868.2], ['pet supplies', 164.5]]",4.71383290801567,60,discount
26.0,"[['travel and leisure', 4740.2], ['travel and leisure', 6714.5], ['music', 6330.1], ['travel and leisure', 1730.2], ['pet supplies', 779.4], ['travel and leisure', 9990.8], ['travel and leisure', 4817.1], ['music', 2140.4], ['travel and leisure', 354.4], ['automotive', 33784.4], ['music', 1307.7], ['music', 8922.5], ['office supplies', 8517.6], ['party supplies', 868.4], ['travel and leisure', 2640.4], ['office supplies', 3679.6], ['office supplies', 2353.9], ['pet supplies', 785.0], ['office supplies', 8948.6], ['garden and outdoor', 8565.9], ['music', 8575.3], ['music', 3630.1], ['travel and leisure', 2686.8], ['automotive', 49627.6], ['office supplies', 5138.6], ['food and beverages', 1.9], ['music', 7032.1], ['baby and kids', 148.5], ['music', 2550.2], ['art and crafts', 674.7], ['art and crafts', 973.5], ['industrial and scientific', 93262.0], ['art and crafts', 981.0], ['health and wellness', 47.3], ['music', 3499.6], ['music', 285.0], ['music', 7874.7], ['music', 5611.0], ['garden and outdoor', 225.2], ['pet supplies', 771.5], ['music', 2188.6], ['garden and outdoor', 4724.2], ['automotive', 62422.7], ['music', 313.1]]",3.9708230876943107,830,loyalty
54.0,"[['party supplies', 662.2], ['art and crafts', 554.9], ['garden and outdoor', 6127.8], ['industrial and scientific', 63448.9], ['industrial and scientific', 28173.7], ['baby and kids', 450.2], ['industrial and scientific', 56854.6], ['party supplies', 241.7], ['industrial and scientific', 61078.4], ['baby and kids', 246.7], ['baby and kids', 153.7], ['garden and outdoor', 16033.2], ['party supplies', 691.0], ['industrial and scientific', 28308.1], ['baby and kids', 734.4], ['industrial and scientific', 18716.8], ['industrial and scientific', 73451.1], ['baby and kids', 13.3], ['industrial and scientific', 1675.9], ['art and crafts', 82.7], ['party supplies', 446.8], ['baby and kids', 184.1], ['garden and outdoor', 15100.1], ['education and learning', 9626.4], ['party supplies', 470.0]]",4.915503100000791,101,gift
21.0,"[['pet supplies', 659.5], ['office supplies', 5224.2], ['pet supplies', 7.1], ['automotive', 15287.2], ['automotive', 14125.5], ['office supplies', 3857.4], ['travel and leisure', 4399.7], ['food and beverages', 33.1], ['food and beverages', 57.5], ['health and wellness', 100.4], ['office supplies', 9899.9], ['food and beverages', 40.8], ['music', 497.1], ['automotive', 75436.9], ['health and wellness', 222.1], ['office supplies', 444.0], ['art and crafts', 239.0], ['office supplies', 257.3], ['pet supplies', 485.9], ['travel and leisure', 1437.6], ['automotive', 87641.0], ['health and wellness', 731.7], ['art and crafts', 886.9], ['office supplies', 3186.4], ['automotive', 86499.9], ['office supplies', 8285.1], ['office supplies', 844.8], ['pet supplies', 643.1], ['office supplies', 8860.0], ['automotive', 79343.2], ['pet supplies', 712.0], ['garden and outdoor', 10015.0], ['art and crafts', 933.5], ['food and beverages', 87.1], ['pet supplies', 624.7], ['health and wellness', 58.0], ['automotive', 87126.4], ['office supplies', 9161.4], ['office supplies', 714.9], ['automotive', 61012.7], ['pet supplies', 127.4]]",4.777787609645281,93,loyalty
23.0,"[['health and wellness', 76.4], ['food and beverages', 70.9], ['office supplies', 84.6], ['pet supplies', 691.7], ['health and wellness', 477.4], ['food and beverages', 55.5], ['books and media', 893.3], ['food and beverages', 69.9], ['sports and fitness', 2324.9], ['books and media', 834.5], ['toys and games', 321.4], ['automotive', 89901.5], ['health and wellness', 111.9], ['books and media', 908.8], ['health and wellness', 613.9], ['health and wellness', 862.1], ['office supplies', 6589.9], ['health and wellness', 880.7], ['automotive', 76642.9], ['automotive', 8325.0], ['food and beverages', 19.5], ['pet supplies', 437.3], ['automotive', 90230.2], ['music', 9913.9], ['office supplies', 1523.2], ['health and wellness', 948.5]]",3.2798909839774346,933,up-sell
19.0,"[['art and crafts', 458.7], ['art and crafts', 363.7], ['education and learning', 8989.8], ['baby and kids', 350.6], ['education and learning', 2626.3], ['industrial and scientific', 74163.3], ['baby and kids', 162.4], ['party supplies', 649.5], ['baby and kids', 803.2], ['industrial and scientific', 70587.5], ['party supplies', 337.3], ['party supplies', 667.3], ['party supplies', 435.7], ['industrial and scientific', 47999.1], ['garden and outdoor', 14510.5], ['art and crafts', 644.6], ['party supplies', 294.5], ['party supplies', 249.3]]",4.149857967381134,576,
54.0,"[['books and media', 225.2], ['home and kitchen', 5500.9], ['toys and games', 383.3], ['home and kitchen', 2261.1], ['books and media', 908.3], ['books and media', 377.8], ['books and media', 734.8], ['fashion', 4692.2], ['food and beverages', 16.3], ['books and media', 763.6], ['home and kitchen', 6339.7], ['sports and fitness', 2872.2], ['books and media', 894.9], ['automotive', 88420.9], ['food and beverages', 7.1], ['toys and games', 818.3], ['sports and fitness', 974.9], ['home and kitchen', 11609.8], ['home and kitchen', 4434.6], ['fashion', 3426.7], ['toys and games', 689.5], ['home and kitchen', 383.3], ['home and kitchen', 18943.7], ['home and kitchen', 18182.9], ['fashion', 3451.3], ['toys and games', 821.3], ['sports and fitness', 1298.1], ['food and beverages', 4.7], ['beauty and personal care', 441.9], ['food and beverages', 39.7], ['toys and games', 553.0], ['toys and games', 906.8], ['health and wellness', 902.6], ['beauty and personal care', 445.6], ['sports and fitness', 1787.7], ['books and media', 853.5], ['books and media', 648.4], ['sports and fitness', 3895.4]]",4.200554083641926,588,up-sell
19.0,"[['sports and fitness', 815.7], ['beauty and personal care', 130.9], ['beauty and personal care', 183.2], ['beauty and personal care', 430.3], ['beauty and personal care', 59.7], ['home and kitchen', 13404.9], ['electronics', 1186.5], ['home and kitchen', 7480.1], ['sports and fitness', 1990.3], ['beauty and personal care', 359.7], ['fashion', 8912.0], ['books and media', 641.0], ['toys and games', 904.5], ['beauty and personal care', 192.1], ['toys and games', 757.1], ['toys and games', 576.1], ['fashion', 7623.5], ['sports and fitness', 3401.6], ['home and kitchen', 7017.7], ['sports and fitness', 2738.0], ['sports and fitness', 4889.1], ['home and kitchen', 13034.2], ['electronics', 6910.8], ['sports and fitness', 1130.8], ['sports and fitness', 2788.5], ['home and kitchen', 5221.7], ['sports and fitness', 3772.2], ['home and kitchen', 14710.6], ['beauty and personal care', 394.7], ['toys and games', 7.2], ['sports and fitness', 3411.3], ['sports and fitness', 894.0], ['home and kitchen', 256.0], ['sports and fitness', 4064.9], ['sports and fitness', 4384.8], ['beauty and personal care', 428.7]]",4.899559026378879,544,early-access
20.0,"[['party supplies', 453.2], ['art and crafts', 995.5], ['party supplies', 398.0], ['industrial and scientific', 34910.9], ['baby and kids', 471.7], ['party supplies', 715.4], ['party supplies', 869.7], ['party supplies', 370.9], ['industrial and scientific', 75880.5], ['garden and outdoor', 892.8], ['art and crafts', 593.7], ['baby and kids', 846.8], ['baby and kids', 184.9], ['baby and kids', 603.8], ['baby and kids', 961.2]]",4.864263526057967,403,discount
64.0,"[['food and beverages', 21.9], ['toys and games', 287.6], ['health and wellness', 379.6], ['food and beverages', 69.8], ['food and beverages', 8.4], ['health and wellness', 255.6], ['toys and games', 429.3], ['automotive', 38576.8]]",4.89704511640148,658,welcome
22.0,"[['books and media', 126.8], ['sports and fitness', 204.1], ['books and media', 945.3], ['home and kitchen', 13801.2], ['automotive', 44049.8], ['toys and games', 720.2], ['toys and games', 710.2], ['books and media', 820.7], ['toys and games', 270.3], ['toys and games', 802.7], ['health and wellness', 126.5], ['health and wellness', 270.2], ['home and kitchen', 18342.5], ['sports and fitness', 1561.2], ['books and media', 913.1], ['office supplies', 5267.3], ['automotive', 37921.0], ['food and beverages', 44.4], ['books and media', 38.7], ['health and wellness', 333.2], ['books and media', 117.4], ['sports and fitness', 4233.8], ['toys and games', 876.8], ['automotive', 80774.3], ['pet supplies', 41.7], ['health and wellness', 93.0], ['toys and games', 410.2], ['health and wellness', 433.5], ['home and kitchen', 19326.5], ['food and beverages', 72.9], ['automotive', 56202.9], ['toys and games', 567.4], ['beauty and personal care', 344.8], ['health and wellness', 672.7], ['toys and games', 985.9], ['sports and fitness', 4921.9]]",4.998519856353274,289,welcome
25.0,"[['food and beverages', 40.2], ['sports and fitness', 4806.7], ['music', 6811.9], ['automotive', 62599.1], ['health and wellness', 72.6], ['food and beverages', 8.0], ['toys and games', 643.5], ['toys and games', 319.1], ['food and beverages', 30.4], ['food and beverages', 34.3], ['health and wellness', 646.0], ['automotive', 19546.6], ['home and kitchen', 18941.1], ['food and beverages', 95.8], ['food and beverages', 70.2], ['toys and games', 958.9], ['books and media', 366.4], ['pet supplies', 189.4], ['health and wellness', 186.6], ['pet supplies', 538.1], ['books and media', 191.3], ['books and media', 188.3], ['books and media', 868.1], ['food and beverages', 36.2], ['health and wellness', 710.9], ['health and wellness', 924.4], ['toys and games', 284.7], ['books and media', 470.9], ['books and media', 669.6], ['home and kitchen', 3878.5], ['health and wellness', 601.6], ['toys and games', 983.4]]",4.605732223366456,138,
18.0,[],3.2995991679453596,458,
40.0,"[['baby and kids', 836.0], ['baby and kids', 860.9], ['education and learning', 6098.5], ['party supplies', 802.8], ['art and crafts', 586.1], ['education and learning', 1532.5], ['industrial and scientific', 74643.6], ['party supplies', 517.4], ['education and learning', 5731.8], ['education and learning', 9560.6]]",4.562402297595508,781,cashback
40.0,"[['health and wellness', 571.4]]",4.5475137805294885,299,early-access
33.0,"[['health and wellness', 248.4], ['home and kitchen', 6534.2], ['home and kitchen', 2899.8], ['fashion', 1232.2], ['sports and fitness', 1837.5], ['food and beverages', 91.5], ['sports and fitness', 4402.5], ['food and beverages', 54.2], ['toys and games', 697.0], ['home and kitchen', 6519.3], ['home and kitchen', 2905.3], ['books and media', 65.0], ['sports and fitness', 2250.1], ['health and wellness', 478.3], ['food and beverages', 43.5], ['food and beverages', 54.7], ['beauty and personal care', 262.9], ['sports and fitness', 3499.5], ['toys and games', 854.8]]",4.500758537239538,413,discount
